DECLARER, Board 10|1

Contract           Count Overall     Bid    Play
2CX, W, C, 3           1  -12.00  -12.00    0.00
Contract           Count Overall     Bid    Lead Restdef
1NT, E, D, 8           1   -2.01   -2.01   -0.22    0.22
1NT, W, C, 7           1   -1.04   -1.70   -0.20    0.86
1NT, W, D, 10          2   -3.46   -1.70   -0.58   -1.17
1NT, W, D, 7           3   -1.04   -1.70   -0.58    1.25
1NT, W, D, 8           5   -2.01   -1.70   -0.58    0.28
1NT, W, D, 9           4   -2.48   -1.70   -0.58   -0.20
1NT, W, H, 8           1   -2.01   -1.70   -0.54    0.23
1NT, W, S, 6           1    2.52   -1.70    0.71    3.51
1NT, W, S, 8           2   -2.01   -1.70    0.71   -1.02
1NT, W, S, 9           1   -2.48   -1.70    0.71   -1.49
2H, W, C, 9            2   -2.50   -2.36   -0.13   -0.01
3H, W, C, 8            1    2.52   -1.62    0.04    4.11
3H, W, C, 9            4   -2.49   -1.62    0.04   -0.90
3H, W, H, 9            3   -2.49   -1.62   -1.09    0.23
3NT, E, D, 8           1    2.59    2.59   -0.22    0.22
3NT, W, C, 8           2    2.56    0.36    2.51   -0.31
3NT, W, D, 7           1    4.03    0.36   -1.38    5.05
3NT, W, D, 8           2    2.56    0.36   -1.38    3.58
3NT, W, S, 6           1    5.10    0.36    1.26    3.49
3NT, W, S, 8           2    2.56    0.36    1.26    0.94
3S, E, C, 9            1   -2.50   -2.50   -0.21    0.21
4H, E, C, 8            3    4.05    1.30    2.20    0.55
4H, E, C, 9            1    2.57    1.30    2.20   -0.92
4H, E, D, 10           1   -8.24    1.30   -9.88    0.35
4H, W, C, 8            3    4.06    2.46    0.24    1.36
4H, W, C, 9            8    2.59    2.46    0.24   -0.11
4H, W, D, 10           1   -8.22    2.46   -1.67   -9.01
4H, W, D, 8            1    4.06    2.46   -1.67    3.27
4H, W, D, 9            4    2.59    2.46   -1.67    1.80
4H, W, H, 9            1    2.59    2.46   -0.10    0.22

DECLARER, Board 9|22

Contract           Count Overall     Bid    Play
3DX, N, S, 5           1    8.38    8.38    0.00
3NT, W, H, 12          1   -9.04   -9.04    0.00
3NT, W, S, 12          2   -9.04   -9.04    0.00
4H, E, C, 12           1   -9.81   -9.81    0.00
4H, E, S, 12           1   -9.81   -9.81    0.00
4S, E, H, 12           1   -9.80   -9.75   -0.06
4S, E, H, 13           1   -8.85   -9.75    0.90
4S, W, D, 12           4   -9.81   -9.82    0.01
4S, W, S, 12           1   -9.81   -9.82    0.01
6H, E, C, 12           1    3.10    3.10    0.00
6S, E, C, 12           5    3.10    3.15   -0.05
6S, E, D, 12           7    3.10    3.15   -0.05
6S, E, H, 12           2    3.10    3.15   -0.05
6S, E, S, 12           1    3.10    3.15   -0.05
6S, W, C, 12           6    3.10    2.62    0.47
6S, W, D, 12          10    3.10    2.62    0.47
6S, W, H, 10           1  -15.75    2.62  -18.37
6S, W, H, 12           2    3.10    2.62    0.47
6S, W, S, 12          15    3.10    2.62    0.47
7S, W, S, 12           1  -15.92  -15.93    0.01

DEFENDER, Board 9|22

Contract           Count Overall     Bid    Lead Restdef
3DX, N, S, 5           1   -8.38   -8.38    0.06   -0.06
3NT, W, H, 12          1    9.04    9.04   -0.06    0.06
3NT, W, S, 12          2    9.04    9.04   -0.06    0.06
4H, E, C, 12           1    9.81    9.81   -0.04    0.04
4H, E, S, 12           1    9.81    9.81   -0.04    0.04
4S, E, H, 12           1    9.80    9.75   -0.23    0.29
4S, E, H, 13           1    8.85    9.75   -0.23   -0.67
4S, W, D, 12           4    9.81    9.82   -0.05    0.04
4S, W, S, 12           1    9.81    9.82   -0.05    0.04
6H, E, C, 12           1   -3.10   -3.10   -0.04    0.04
6S, E, C, 12           5   -3.10   -3.15    0.01    0.04
6S, E, D, 12           7   -3.10   -3.15    0.01    0.04
6S, E, H, 12           2   -3.10   -3.15   -0.19    0.23
6S, E, S, 12           1   -3.10   -3.15    0.01    0.04
6S, W, C, 12           6   -3.10   -2.62   -0.52    0.05
6S, W, D, 12          10   -3.10   -2.62   -0.52    0.05
6S, W, H, 10           1   15.75   -2.62    5.86   12.51
6S, W, H, 12           2   -3.10   -2.62    5.86   -6.33
6S, W, S, 12          15   -3.10   -2.62   -0.52    0.05
7S, W, S, 12           1   15.92   15.93   -0.05    0.05

DECLARER, Board 9|23

Contract           Count Overall     Bid    Play
2D, E, C, 8            1    0.11    0.11    0.00
3D, W, S, 8            2   -3.78   -3.78    0.00
3H, E, C, 9            2    1.16    1.25   -0.09
3H, E, S, 10           1    1.87    1.25    0.62
3H, E, S, 9            2    1.16    1.25   -0.09
3NT, E, D, 7           1   -6.15   -6.15    0.00
3NT, E, S, 7           3   -6.15   -6.15    0.00
3NT, W, H, 10          1    8.54    1.24    7.29
3NT, W, S, 7           1   -6.05    1.24   -7.29
3S, N, D, 6            1   -4.04   -2.92   -1.12
3S, N, H, 6            1   -4.04   -2.92   -1.12
3SX, N, H, 6           1  -11.24   -8.72   -2.52
4H, E, C, 10           2    8.48   -0.54    9.02
4H, E, C, 9           11   -3.73   -0.54   -3.19
4H, E, D, 9            1   -3.73   -0.54   -3.19
4H, E, H, 9            1   -3.73   -0.54   -3.19
4H, E, S, 10          10    8.48   -0.54    9.02
4H, E, S, 8            1   -6.06   -0.54   -5.52
4H, E, S, 9           18   -3.73   -0.54   -3.19
4H, W, S, 10           1    8.62    8.62    0.00
4SX, N, H, 7           1  -11.35  -11.95    0.60
4SX, N, H, 8           1   -7.62  -11.95    4.33

DEFENDER, Board 9|23

Contract           Count Overall     Bid    Lead Restdef
2D, E, C, 8            1   -0.11   -0.11    0.11   -0.11
3D, W, S, 8            2    3.78    3.78    0.09   -0.09
3H, E, C, 9            2   -1.16   -1.25    0.09   -0.01
3H, E, S, 10           1   -1.87   -1.25    0.10   -0.72
3H, E, S, 9            2   -1.16   -1.25    0.10   -0.01
3NT, E, D, 7           1    6.15    6.15    0.05   -0.05
3NT, E, S, 7           3    6.15    6.15    0.05   -0.05
3NT, W, H, 10          1   -8.54   -1.24   -7.41    0.11
3NT, W, S, 7           1    6.05   -1.24    7.45   -0.16
3S, N, D, 6            1    4.04    2.92    1.04    0.09
3S, N, H, 6            1    4.04    2.92   -0.40    1.53
3SX, N, H, 6           1   11.24    8.72   -0.65    3.17
4H, E, C, 10           2   -8.48    0.54    1.67  -10.69
4H, E, C, 9           11    3.73    0.54    1.67    1.53
4H, E, D, 9            1    3.73    0.54    3.33   -0.14
4H, E, H, 9            1    3.73    0.54    3.33   -0.14
4H, E, S, 10          10   -8.48    0.54   -0.89   -8.13
4H, E, S, 8            1    6.06    0.54   -0.89    6.42
4H, E, S, 9           18    3.73    0.54   -0.89    4.09
4H, W, S, 10           1   -8.62   -8.62   -0.01    0.01
4SX, N, H, 7           1   11.35   11.95   -0.47   -0.14
4SX, N, H, 8           1    7.62   11.95   -0.47   -3.86

DECLARER, Board 9|24

Contract           Count Overall     Bid    Play
3NT, E, D, 11          3    3.41    3.54   -0.12
3NT, E, D, 12          2    3.97    3.54    0.44
4H, W, D, 8            1   -7.40   -7.91    0.51
4H, W, H, 7            1   -8.41   -7.91   -0.51
4NT, E, D, 11          1    3.41    3.54   -0.12
4NT, E, H, 11          1    3.41    3.54   -0.12
4NT, E, S, 11          1    3.41    3.54   -0.12
4S, E, D, 11           3    3.41    3.37    0.04
4S, W, C, 12           5    3.88    3.00    0.88
4S, W, D, 11           6    3.41    3.00    0.40
4S, W, H, 11           7    3.41    3.00    0.40
4S, W, S, 11           1    3.41    3.00    0.40
5S, E, C, 11           1    3.39    2.23    1.16
5S, W, H, 11           1    3.38    1.72    1.66
6C, W, D, 8            1   -8.95   -8.95    0.00
6NT, E, S, 11          1   -6.46   -2.56   -3.90
6S, E, C, 11           1   -6.49   -4.40   -2.09
6S, E, H, 10           1   -7.33   -4.40   -2.93
6S, E, H, 11           1   -6.49   -4.40   -2.09
6S, E, S, 12           1   11.05   -4.40   15.46
6S, W, D, 10           5   -7.31   -2.27   -5.04
6S, W, D, 11           3   -6.46   -2.27   -4.20
6S, W, D, 9            2   -8.34   -2.27   -6.07
6S, W, H, 11           5   -6.46   -2.27   -4.20
6S, W, H, 12           3   11.08   -2.27   13.35
6S, W, H, 13           1   11.30   -2.27   13.57
6S, W, S, 10           1   -7.31   -2.27   -5.04
6S, W, S, 11           2   -6.46   -2.27   -4.20
6S, W, S, 12           1   11.08   -2.27   13.35
6S, W, S, 13           1   11.30   -2.27   13.57

DEFENDER, Board 9|24

Contract           Count Overall     Bid    Lead Restdef
3NT, E, D, 11          3   -3.41   -3.54    0.25   -0.12
3NT, E, D, 12          2   -3.97   -3.54    0.25   -0.68
4H, W, D, 8            1    7.40    7.91   -0.46   -0.05
4H, W, H, 7            1    8.41    7.91    0.70   -0.19
4NT, E, D, 11          1   -3.41   -3.54    0.25   -0.12
4NT, E, H, 11          1   -3.41   -3.54    0.44   -0.32
4NT, E, S, 11          1   -3.41   -3.54    0.44   -0.32
4S, E, D, 11           3   -3.41   -3.37    0.27   -0.32
4S, W, C, 12           5   -3.88   -3.00   -0.60   -0.28
4S, W, D, 11           6   -3.41   -3.00    1.38   -1.78
4S, W, H, 11           7   -3.41   -3.00   -0.25   -0.15
4S, W, S, 11           1   -3.41   -3.00   -0.24   -0.17
5S, E, C, 11           1   -3.39   -2.23   -0.86   -0.30
5S, W, H, 11           1   -3.38   -1.72   -1.53   -0.13
6C, W, D, 8            1    8.95    8.95    0.12   -0.12
6NT, E, S, 11          1    6.46    2.56    4.12   -0.22
6S, E, C, 11           1    6.49    4.40    2.28   -0.19
6S, E, H, 10           1    7.33    4.40    2.66    0.27
6S, E, H, 11           1    6.49    4.40    2.66   -0.57
6S, E, S, 12           1  -11.05    4.40  -15.54    0.09
6S, W, D, 10           5    7.31    2.27    4.89    0.15
6S, W, D, 11           3    6.46    2.27    4.89   -0.70
6S, W, D, 9            2    8.34    2.27    4.89    1.18
6S, W, H, 11           5    6.46    2.27    0.20    3.99
6S, W, H, 12           3  -11.08    2.27    0.20  -13.56
6S, W, H, 13           1  -11.30    2.27    0.20  -13.77
6S, W, S, 10           1    7.31    2.27   -1.45    6.49
6S, W, S, 11           2    6.46    2.27   -1.45    5.64
6S, W, S, 12           1  -11.08    2.27   -1.45  -11.91
6S, W, S, 13           1  -11.30    2.27   -1.45  -12.13

DECLARER, Board 9|25

Contract           Count Overall     Bid    Play
3C, S, H, 8            1  -10.20  -10.20    0.00
4H, N, C, 11           4    0.54    0.81   -0.27
4H, N, C, 12          13    1.43    0.81    0.62
4H, N, D, 11          24    0.54    0.81   -0.27
4H, N, D, 12           1    1.43    0.81    0.62
4H, N, H, 11           3    0.54    0.81   -0.27
4H, N, H, 12           2    1.43    0.81    0.62
4H, N, S, 11           1    0.54    0.81   -0.27
4H, S, D, 11           1    0.54    0.54    0.00
4H, S, S, 11           1    0.54    0.54    0.00
4S, N, C, 12           1    1.38   -2.74    4.12
4S, N, D, 11           1    0.48   -2.74    3.22
4S, N, D, 9            1  -10.08   -2.74   -7.34
5H, N, D, 11           3    0.54    0.81   -0.27
5H, S, D, 11           2    0.54    0.54    0.00
6H, N, C, 12           1   11.08   -3.69   14.78
6H, N, D, 11           3  -10.13   -3.69   -6.44
7H, N, D, 11           1  -10.37  -10.33   -0.05

DEFENDER, Board 9|25

Contract           Count Overall     Bid    Lead Restdef
3C, S, H, 8            1   10.20   10.20   -0.06    0.06
4H, N, C, 11           4   -0.54   -0.81   -0.50    0.77
4H, N, C, 12          13   -1.43   -0.81   -0.50   -0.12
4H, N, D, 11          24   -0.54   -0.81    0.18    0.09
4H, N, D, 12           1   -1.43   -0.81    0.18   -0.80
4H, N, H, 11           3   -0.54   -0.81   -0.15    0.42
4H, N, H, 12           2   -1.43   -0.81   -0.15   -0.47
4H, N, S, 11           1   -0.54   -0.81    0.21    0.06
4H, S, D, 11           1   -0.54   -0.54   -0.07    0.07
4H, S, S, 11           1   -0.54   -0.54   -0.07    0.07
4S, N, C, 12           1   -1.38    2.74   -4.25    0.13
4S, N, D, 11           1   -0.48    2.74    2.03   -5.25
4S, N, D, 9            1   10.08    2.74    2.03    5.31
5H, N, D, 11           3   -0.54   -0.81    0.18    0.09
5H, S, D, 11           2   -0.54   -0.54   -0.07    0.07
6H, N, C, 12           1  -11.08    3.69  -10.22   -4.56
6H, N, D, 11           3   10.13    3.69    5.78    0.66
7H, N, D, 11           1   10.37   10.33   -0.00    0.05

DECLARER, Board 9|26

Contract           Count Overall     Bid    Play
1H, N, C, 11           1   -8.75   -8.62   -0.13
1H, N, D, 11           1   -8.75   -8.62   -0.13
3NT, N, C, 10          5    0.11    0.72   -0.61
3NT, N, C, 11          3    1.04    0.72    0.33
3NT, N, C, 9           1   -0.67    0.72   -1.39
3NT, N, D, 11          1    1.04    0.72    0.33
3NT, N, D, 12          2    1.95    0.72    1.23
3NT, N, D, 13          1    2.88    0.72    2.16
3NT, N, H, 11          1    1.04    0.72    0.33
3NT, S, C, 10          1    0.11    0.85   -0.74
3NT, S, D, 10          1    0.11    0.85   -0.74
3NT, S, D, 12          1    1.95    0.85    1.11
3NT, S, D, 13          1    2.88    0.85    2.03
3NT, S, S, 10          1    0.11    0.85   -0.74
3NT, S, S, 11          3    1.05    0.85    0.20
3NT, S, S, 9           1   -0.67    0.85   -1.52
4H, N, C, 11           2    1.05    1.21   -0.16
4H, N, D, 11          16    1.05    1.21   -0.16
4H, N, D, 12           4    1.93    1.21    0.72
4H, N, H, 11           3    1.05    1.21   -0.16
4H, N, H, 12           1    1.93    1.21    0.72
4H, N, S, 11           1    1.05    1.21   -0.16
4H, N, S, 12           1    1.93    1.21    0.72
4H, S, C, 10           1    0.09    1.03   -0.94
4H, S, C, 11           2    1.04    1.03    0.02
4H, S, D, 12           1    1.92    1.03    0.90
4NT, N, C, 10          1    0.10    0.06    0.04
4NT, N, H, 10          1    0.10    0.06    0.04
5C, N, D, 9            1  -12.40  -12.18   -0.22
5H, N, D, 12           1    1.92    0.83    1.09
6C, N, H, 10           1  -12.45  -12.97    0.52
6H, N, C, 10           1  -12.33   -6.42   -5.91
6NT, N, H, 10          1  -12.36   -7.78   -4.58

DEFENDER, Board 9|26

Contract           Count Overall     Bid    Lead Restdef
1H, N, C, 11           1    8.75    8.62    0.03    0.10
1H, N, D, 11           1    8.75    8.62   -0.18    0.31
3NT, N, C, 10          5   -0.11   -0.72    0.30    0.31
3NT, N, C, 11          3   -1.04   -0.72    0.30   -0.63
3NT, N, C, 9           1    0.67   -0.72    0.30    1.09
3NT, N, D, 11          1   -1.04   -0.72   -1.36    1.03
3NT, N, D, 12          2   -1.95   -0.72   -1.36    0.13
3NT, N, D, 13          1   -2.88   -0.72   -1.36   -0.80
3NT, N, H, 11          1   -1.04   -0.72    0.19   -0.52
3NT, S, C, 10          1   -0.11   -0.85    0.63    0.11
3NT, S, D, 10          1   -0.11   -0.85   -0.93    1.67
3NT, S, D, 12          1   -1.95   -0.85   -0.93   -0.18
3NT, S, D, 13          1   -2.88   -0.85   -0.93   -1.10
3NT, S, S, 10          1   -0.11   -0.85    0.23    0.51
3NT, S, S, 11          3   -1.05   -0.85    0.23   -0.43
3NT, S, S, 9           1    0.67   -0.85    0.23    1.29
4H, N, C, 11           2   -1.05   -1.21    0.30   -0.14
4H, N, D, 11          16   -1.05   -1.21   -0.14    0.30
4H, N, D, 12           4   -1.93   -1.21   -0.14   -0.58
4H, N, H, 11           3   -1.05   -1.21   -0.16    0.32
4H, N, H, 12           1   -1.93   -1.21   -0.16   -0.56
4H, N, S, 11           1   -1.05   -1.21   -0.38    0.54
4H, N, S, 12           1   -1.93   -1.21   -0.38   -0.34
4H, S, C, 10           1   -0.09   -1.03    0.20    0.74
4H, S, C, 11           2   -1.04   -1.03    0.20   -0.22
4H, S, D, 12           1   -1.92   -1.03   -1.01    0.11
4NT, N, C, 10          1   -0.10   -0.06    0.74   -0.78
4NT, N, H, 10          1   -0.10   -0.06   -0.47    0.43
5C, N, D, 9            1   12.40   12.18    0.11    0.11
5H, N, D, 12           1   -1.92   -0.83   -0.51   -0.58
6C, N, H, 10           1   12.45   12.97   -0.68    0.16
6H, N, C, 10           1   12.33    6.42    5.36    0.55
6NT, N, H, 10          1   12.36    7.78    4.28    0.30

DECLARER, Board 9|27

Contract           Count Overall     Bid    Play
3H, W, S, 9            2    7.50    7.14    0.36
3S, N, H, 9            1   -1.95   -1.44   -0.52
3S, N, S, 10           1   -1.21   -1.44    0.22
3S, S, H, 10           1   -1.21   -1.21    0.00
4H, E, C, 8            1    2.79    3.40   -0.61
4H, E, S, 9            1    4.00    3.40    0.61
4H, W, S, 8            2    2.81    3.89   -1.08
4H, W, S, 9            4    4.02    3.89    0.13
4HX, W, S, 9           1    2.77    2.33    0.44
4S, N, D, 10           2    3.96    0.68    3.28
4S, N, H, 10           4    3.96    0.68    3.28
4S, N, H, 9            4   -5.77    0.68   -6.45
4S, N, S, 10           5    3.96    0.68    3.28
4S, N, S, 9            2   -5.77    0.68   -6.45
4S, S, H, 10           1    4.01    4.01    0.00
4SX, N, C, 10          1    7.24    2.56    4.68
4SX, N, C, 11          2    8.85    2.56    6.29
4SX, N, H, 10          7    7.24    2.56    4.68
4SX, N, H, 11          1    8.85    2.56    6.29
4SX, N, H, 9           5   -6.81    2.56   -9.37
4SX, N, S, 10          3    7.24    2.56    4.68
4SX, N, S, 9           1   -6.81    2.56   -9.37
5H, W, S, 9            5    2.77    2.68    0.09
5HX, W, S, 9           5   -1.51   -1.93    0.42
5S, N, H, 10           1   -5.87   -5.47   -0.40
5SX, N, S, 9           1   -9.77   -6.80   -2.97

DEFENDER, Board 9|27

Contract           Count Overall     Bid    Lead Restdef
3H, W, S, 9            2   -7.50   -7.14   -0.06   -0.30
3S, N, H, 9            1    1.95    1.44    0.18    0.34
3S, N, S, 10           1    1.21    1.44    0.10   -0.32
3S, S, H, 10           1    1.21    1.21    0.09   -0.09
4H, E, C, 8            1   -2.79   -3.40    0.54    0.06
4H, E, S, 9            1   -4.00   -3.40   -0.71    0.11
4H, W, S, 8            2   -2.81   -3.89   -0.09    1.17
4H, W, S, 9            4   -4.02   -3.89   -0.09   -0.04
4HX, W, S, 9           1   -2.77   -2.33   -0.08   -0.36
4S, N, D, 10           2   -3.96   -0.68   -3.21   -0.07
4S, N, H, 10           4   -3.96   -0.68    1.03   -4.30
4S, N, H, 9            4    5.77   -0.68    1.03    5.42
4S, N, S, 10           5   -3.96   -0.68   -0.19   -3.08
4S, N, S, 9            2    5.77   -0.68   -0.19    6.64
4S, S, H, 10           1   -4.01   -4.01    0.12   -0.12
4SX, N, C, 10          1   -7.24   -2.56   -5.71    1.03
4SX, N, C, 11          2   -8.85   -2.56   -5.71   -0.57
4SX, N, H, 10          7   -7.24   -2.56    1.47   -6.15
4SX, N, H, 11          1   -8.85   -2.56    1.47   -7.76
4SX, N, H, 9           5    6.81   -2.56    1.47    7.90
4SX, N, S, 10          3   -7.24   -2.56   -0.26   -4.42
4SX, N, S, 9           1    6.81   -2.56   -0.26    9.63
5H, W, S, 9            5   -2.77   -2.68   -0.08   -0.02
5HX, W, S, 9           5    1.51    1.93   -0.11   -0.31
5S, N, H, 10           1    5.87    5.47    0.45   -0.05
5SX, N, S, 9           1    9.77    6.80    1.06    1.91

DECLARER, Board 9|28

Contract           Count Overall     Bid    Play
