DECLARER, Board 10|1

Contract           Count Overall     Bid    Play
2D, N, S, 7            1   35.92   35.92   50.00
4H, N, D, 7            1    4.00    4.00   50.00   50.00
4S, E, C, 11           7   48.00   45.89   48.47   53.64
4S, E, C, 13           1    8.00   45.89   48.47   13.64
4S, E, D, 11           3   48.00   45.89   52.11   50.00
4S, W, S, 11           1   48.00   48.00   50.00   50.00
5HX, N, S, 7           1   98.00   98.00   50.00   50.00
5HX, S, S, 7           1   98.00   53.00   50.00   95.00
5HX, S, S, 8           1    8.00   53.00   50.00    5.00
5S, E, C, 11           2   48.00   45.89   48.47   53.64
5S, E, H, 11           5   48.00   45.89   52.11   50.00
5S, W, C, 11           1   48.00   48.00   50.00   50.00
6S, E, C, 11           1  100.00   94.74   46.17   59.09

DECLARER, Board 48|11

Contract           Count Overall     Bid    Play
2S, S, C, 9            1   52.00   56.06   45.94
2S, S, D, 9            1   52.00   56.06   45.94
2S, S, H, 10           2   90.00   56.06   83.94
2S, S, H, 9            4   52.00   56.06   45.94
3D, E, C, 8            1   84.00   84.00   50.00
3S, N, H, 9            2   52.00   52.00   50.00
3S, N, S, 9            1   52.00   52.00   50.00
3S, S, H, 9            6   52.00   55.50   46.50
3S, S, S, 9            2   52.00   55.50   46.50
4H, S, H, 9            1    8.00    8.00   50.00
4H, W, H, 6            1    4.00    4.00   50.00
4S, S, H, 10           1  100.00   21.59  128.41
4S, S, H, 9            2    8.00   21.59   36.41
4SX, S, H, 8           1    0.00   18.08   31.92

DEFENDER, Board 48|11

Contract           Count Overall     Bid    Lead Restdef
2S, S, C, 9            1   48.00   43.94   54.06   50.00
2S, S, D, 9            1   48.00   43.94   54.06   50.00
2S, S, H, 10           2   10.00   43.94   48.98   17.08
2S, S, H, 9            4   48.00   43.94   48.98   55.08
3D, E, C, 8            1   16.00   16.00   50.00   50.00
3S, N, H, 9            2   48.00   48.00   50.00   50.00
3S, N, S, 9            1   48.00   48.00   50.00   50.00
3S, S, H, 9            6   48.00   44.50   49.12   54.38
3S, S, S, 9            2   48.00   44.50   53.50   50.00
4H, S, H, 9            1   92.00   92.00   50.00   50.00
4H, W, H, 6            1   96.00   96.00   50.00   50.00
4S, S, H, 10           1    0.00   78.41   46.60  -25.01
4S, S, H, 9            2   92.00   78.41   46.60   66.99
4SX, S, H, 8           1  100.00   81.92   46.44   71.63

DECLARER, Board 48|12

Contract           Count Overall     Bid    Play
3S, N, H, 9            1   92.00   92.00   50.00
3S, N, S, 9            1   92.00   92.00   50.00
3S, S, H, 9            2   92.00   92.00   50.00
3S, S, S, 9            1   92.00   92.00   50.00
4D, S, H, 6            1    8.00    8.00   50.00
4H, E, D, 10           1   96.00   96.00   50.00
4H, W, H, 9            1   26.00   82.00   -6.00
4HX, W, D, 10          1  100.00   83.85   66.15
4S, N, D, 9            1   48.00   48.00   50.00
4S, N, H, 9            2   48.00   48.00   50.00
4S, S, H, 9            6   48.00   48.00   50.00
4SX, N, H, 9           1   20.00   20.00   50.00
4SX, S, H, 9           4   20.00   20.00   50.00
5H, W, D, 10           1   26.00   24.65   51.35
5H, W, S, 10           2   26.00   24.65   51.35

DEFENDER, Board 48|12

Contract           Count Overall     Bid    Lead Restdef
3S, N, H, 9            1    8.00    8.00   50.00   50.00
3S, N, S, 9            1    8.00    8.00   50.00   50.00
3S, S, H, 9            2    8.00    8.00   50.00   50.00
3S, S, S, 9            1    8.00    8.00   50.00   50.00
4D, S, H, 6            1   92.00   92.00   50.00   50.00
4H, E, D, 10           1    4.00    4.00   50.00   50.00
4H, W, H, 9            1   74.00   18.00  106.00   50.00
4HX, W, D, 10          1    0.00   16.15   33.85   50.00
4S, N, D, 9            1   52.00   52.00   50.00   50.00
4S, N, H, 9            2   52.00   52.00   50.00   50.00
4S, S, H, 9            6   52.00   52.00   50.00   50.00
4SX, N, H, 9           1   80.00   80.00   50.00   50.00
4SX, S, H, 9           4   80.00   80.00   50.00   50.00
5H, W, D, 10           1   74.00   75.35   48.65   50.00
5H, W, S, 10           2   74.00   75.35   48.65   50.00

DECLARER, Board 49|13

Contract           Count Overall     Bid    Play
2S, W, D, 8            1   92.00   92.00   50.00
3NTX, W, S, 9          1  100.00  100.00   50.00
4H, N, C, 12           1   54.00   49.36   54.64
4H, N, D, 11           1   20.00   49.36   20.64
4H, N, D, 12           8   54.00   49.36   54.64
4H, N, S, 11           2   20.00   49.36   20.64
4H, N, S, 12           5   54.00   49.36   54.64
6H, N, C, 12           1   92.00   81.09   60.91
6H, N, D, 12           1   92.00   81.09   60.91
6H, N, S, 12           3   92.00   81.09   60.91
7D, N, C, 12           1   12.00   12.00   50.00
7S, N, S, 10           1    4.00    4.00   50.00

DEFENDER, Board 49|13

Contract           Count Overall     Bid    Lead Restdef
2S, W, D, 8            1    8.00    8.00   50.00   50.00
3NTX, W, S, 9          1    0.00    0.00   50.00   50.00
4H, N, C, 12           1   46.00   50.64   45.36   50.00
4H, N, D, 11           1   80.00   50.64   48.76   80.60
4H, N, D, 12           8   46.00   50.64   48.76   46.60
4H, N, S, 11           2   80.00   50.64   52.16   77.20
4H, N, S, 12           5   46.00   50.64   52.16   43.20
6H, N, C, 12           1    8.00   18.91   39.09   50.00
6H, N, D, 12           1    8.00   18.91   47.09   42.00
6H, N, S, 12           3    8.00   18.91   55.09   34.00
7D, N, C, 12           1   88.00   88.00   50.00   50.00
7S, N, S, 10           1   96.00   96.00   50.00   50.00

DECLARER, Board 49|14

Contract           Count Overall     Bid    Play
2DX, N, H, 8           1   96.00   96.00   50.00
3H, E, D, 9            1   48.00   49.33   48.67
3NT, E, C, 10          1   80.00   80.00   50.00
3NTX, W, S, 9          1  100.00  100.00   50.00
4H, E, D, 10           1   64.00   54.67   59.33
4H, E, S, 10           1   64.00   54.67   59.33
4S, E, D, 10           4   64.00   43.20   70.80
4S, E, D, 11           1   84.00   43.20   90.80
4S, E, D, 8            4   16.00   43.20   22.80
4S, E, D, 9            5   36.00   43.20   42.80
4S, E, H, 10           1   64.00   43.20   70.80
4S, W, D, 8            1   16.00   16.00   50.00
5DX, E, S, 8           1    0.00    0.00   50.00
5DX, N, D, 8           3    8.00    8.00   50.00

DEFENDER, Board 49|14

Contract           Count Overall     Bid    Lead Restdef
2DX, N, H, 8           1    4.00    4.00   50.00   50.00
3H, E, D, 9            1   52.00   50.67   50.33   51.00
3NT, E, C, 10          1   20.00   20.00   50.00   50.00
3NTX, W, S, 9          1    0.00    0.00   50.00   50.00
4H, E, D, 10           1   36.00   45.33   54.67   36.00
4H, E, S, 10           1   36.00   45.33   40.67   50.00
4S, E, D, 10           4   36.00   56.80   51.49   27.71
4S, E, D, 11           1   16.00   56.80   51.49    7.71
4S, E, D, 8            4   84.00   56.80   51.49   75.71
4S, E, D, 9            5   64.00   56.80   51.49   55.71
4S, E, H, 10           1   36.00   56.80   29.20   50.00
4S, W, D, 8            1   84.00   84.00   50.00   50.00
5DX, E, S, 8           1  100.00  100.00   50.00   50.00
5DX, N, D, 8           3   92.00   92.00   50.00   50.00

DECLARER, Board 4|7

Contract           Count Overall     Bid    Play
1NT, N, S, 6           1   80.99   80.99   50.00
1NT, S, S, 6           1   80.99   80.99   50.00
2H, E, C, 9            1   55.63   55.63   50.00
2HX, E, C, 9           3   97.89   97.89   50.00
2HX, E, S, 9           1   97.89   97.89   50.00
3C, W, S, 10           1   33.80   33.80   50.00
3D, W, D, 10           2   33.80   33.80   50.00
3D, W, H, 10           1   33.80   33.80   50.00
3D, W, S, 10           5   33.80   33.80   50.00
3H, E, C, 9            4   55.63   55.63   50.00
3H, E, D, 9            1   55.63   55.63   50.00
3H, E, S, 9            1   55.63   55.63   50.00
3H, W, H, 9            2   55.63   55.63   50.00
3H, W, S, 9            7   55.63   55.63   50.00
3HX, E, C, 9           2   86.62   86.62   50.00
3HX, E, D, 9           2   86.62   86.62   50.00
3HX, W, H, 9           1   86.62   86.62   50.00
3HX, W, S, 9           7   86.62   86.62   50.00
3NT, E, C, 8           1    9.15   41.20   17.96
3NT, E, C, 9           1   73.24   41.20   82.04
4C, N, C, 9            2   80.99   80.99   50.00
4C, N, H, 9            1   80.99   80.99   50.00
4D, W, C, 10           1   33.80   33.80   50.00
4D, W, D, 10           1   33.80   33.80   50.00
4D, W, H, 10           3   33.80   33.80   50.00
4D, W, S, 10           1   33.80   33.80   50.00
4DX, E, D, 10          1   76.06   76.06   50.00
4DX, W, H, 10          1   76.06   76.06   50.00
4DX, W, S, 10          1   76.06   76.06   50.00
4H, W, S, 9            2    9.15    9.15   50.00
4HX, W, C, 9           2    3.52    3.52   50.00
4HX, W, H, 9           1    3.52    3.52   50.00
4HX, W, S, 9           1    3.52    3.52   50.00
4S, N, C, 7            1   29.58   47.42   32.16
4S, N, C, 9            1   80.99   47.42   83.57
4SX, N, C, 8           1   28.17   21.80   56.36
5C, N, H, 9            2   31.69   31.69   50.00
5D, E, C, 10           1    9.15    9.15   50.00
5HX, E, C, 9           1    0.00    0.00   50.00
pass                   2   86.62   86.62   50.00

DEFENDER, Board 4|7

Contract           Count Overall     Bid    Lead Restdef
1NT, N, S, 6           1   19.01   19.01   50.00   50.00
1NT, S, S, 6           1   19.01   19.01   50.00   50.00
2H, E, C, 9            1   44.37   44.37   50.00   50.00
2HX, E, C, 9           3    2.11    2.11   50.00   50.00
2HX, E, S, 9           1    2.11    2.11   50.00   50.00
3C, W, S, 10           1   66.20   66.20   50.00   50.00
3D, W, D, 10           2   66.20   66.20   50.00   50.00
3D, W, H, 10           1   66.20   66.20   50.00   50.00
3D, W, S, 10           5   66.20   66.20   50.00   50.00
3H, E, C, 9            4   44.37   44.37   50.00   50.00
3H, E, D, 9            1   44.37   44.37   50.00   50.00
3H, E, S, 9            1   44.37   44.37   50.00   50.00
3H, W, H, 9            2   44.37   44.37   50.00   50.00
3H, W, S, 9            7   44.37   44.37   50.00   50.00
3HX, E, C, 9           2   13.38   13.38   50.00   50.00
3HX, E, D, 9           2   13.38   13.38   50.00   50.00
3HX, W, H, 9           1   13.38   13.38   50.00   50.00
3HX, W, S, 9           7   13.38   13.38   50.00   50.00
3NT, E, C, 8           1   90.85   58.80   50.00   82.04
3NT, E, C, 9           1   26.76   58.80   50.00   17.96
4C, N, C, 9            2   19.01   19.01   50.00   50.00
4C, N, H, 9            1   19.01   19.01   50.00   50.00
4D, W, C, 10           1   66.20   66.20   50.00   50.00
4D, W, D, 10           1   66.20   66.20   50.00   50.00
4D, W, H, 10           3   66.20   66.20   50.00   50.00
4D, W, S, 10           1   66.20   66.20   50.00   50.00
4DX, E, D, 10          1   23.94   23.94   50.00   50.00
4DX, W, H, 10          1   23.94   23.94   50.00   50.00
4DX, W, S, 10          1   23.94   23.94   50.00   50.00
4H, W, S, 9            2   90.85   90.85   50.00   50.00
4HX, W, C, 9           2   96.48   96.48   50.00   50.00
4HX, W, H, 9           1   96.48   96.48   50.00   50.00
4HX, W, S, 9           1   96.48   96.48   50.00   50.00
4S, N, C, 7            1   70.42   52.58   50.00   67.84
4S, N, C, 9            1   19.01   52.58   50.00   16.43
4SX, N, C, 8           1   71.83   78.20   50.00   43.64
5C, N, H, 9            2   68.31   68.31   50.00   50.00
5D, E, C, 10           1   90.85   90.85   50.00   50.00
5HX, E, C, 9           1  100.00  100.00   50.00   50.00
pass                   2   13.38   13.38   50.00   50.00

DECLARER, Board 4|8

Contract           Count Overall     Bid    Play
1S, N, D, 9            1   98.59   70.33   78.26
2D, N, H, 10           1   87.32   82.24   55.08
2D, N, H, 9            2   75.35   82.24   43.11
2NT, S, D, 10          1  100.00  100.00   50.00
3C, W, D, 9            1   61.97   61.97   50.00
3D, E, H, 10           1   63.38   62.68   50.70
3D, N, H, 10           3   87.32   82.24   55.08
3H, E, D, 10           1   80.28   77.23   53.05
3H, E, D, 9            1   66.90   77.23   39.67
3H, E, H, 9            1   66.90   77.23   39.67
3H, E, S, 10           7   80.28   77.23   53.05
3H, E, S, 9            2   66.90   77.23   39.67
3H, W, D, 10           1   80.28   80.28   50.00
3HX, E, H, 10          1   98.59   96.89   51.70
3HX, E, H, 11          1  100.00   96.89   53.11
3HX, E, S, 9           1   91.55   96.89   44.66
3S, N, D, 5            1   12.68   48.09   14.59
3S, N, H, 6            1   28.17   48.09   30.08
3S, N, H, 7            1   42.25   48.09   44.16
3S, N, H, 8            1   56.34   48.09   58.25
4D, E, H, 9            1   28.87   46.13   32.75
4D, N, D, 9            1   56.34   74.18   32.16
4D, N, H, 10          11   87.32   74.18   63.15
4D, N, H, 9            9   56.34   74.18   32.16
4H, E, S, 10           2   89.44   74.33   65.11
4HX, E, D, 10          1   95.07   78.14   66.93
4HX, E, S, 10          2   95.07   78.14   66.93
4HX, E, S, 9           1   26.76   78.14   -1.38
4HX, W, D, 10          1   95.07   95.07   50.00
4S, N, D, 7            1   28.17   31.77   46.40
4S, N, H, 8            1   42.25   31.77   60.49
4S, S, H, 7            1   28.17   42.25   35.92
4S, S, H, 9            1   56.34   42.25   64.08
5D, N, H, 10           2   56.34   50.36   55.98
5D, N, H, 9            2   42.25   50.36   41.89
5D, N, S, 10           1   56.34   50.36   55.98
5DX, N, H, 10          1   42.25   29.63   62.62
5H, E, S, 10           1   28.87   30.90   47.97
pass                   2   68.31   68.31   50.00

DEFENDER, Board 4|8

Contract           Count Overall     Bid    Lead Restdef
1S, N, D, 9            1    1.41   29.67   49.31   22.43
2D, N, H, 10           1   12.68   17.76   49.94   44.98
2D, N, H, 9            2   24.65   17.76   49.94   56.95
2NT, S, D, 10          1    0.00    0.00   50.00   50.00
3C, W, D, 9            1   38.03   38.03   50.00   50.00
3D, E, H, 10           1   36.62   37.32   50.00   49.30
3D, N, H, 10           3   12.68   17.76   49.94   44.98
3H, E, D, 10           1   19.72   22.77   51.41   45.54
3H, E, D, 9            1   33.10   22.77   51.41   58.92
3H, E, H, 9            1   33.10   22.77   49.06   61.27
3H, E, S, 10           7   19.72   22.77   49.92   47.03
3H, E, S, 9            2   33.10   22.77   49.92   60.41
3H, W, D, 10           1   19.72   19.72   50.00   50.00
3HX, E, H, 10          1    1.41    3.11   50.18   48.12
3HX, E, H, 11          1    0.00    3.11   50.18   46.71
3HX, E, S, 9           1    8.45    3.11   49.86   55.48
3S, N, D, 5            1   87.32   51.91   46.91   88.50
3S, N, H, 6            1   71.83   51.91   52.31   67.61
3S, N, H, 7            1   57.75   51.91   52.31   53.52
3S, N, H, 8            1   43.66   51.91   52.31   39.44
4D, E, H, 9            1   71.13   53.87   50.00   67.25
4D, N, D, 9            1   43.66   25.82   67.84   50.00
4D, N, H, 10          11   12.68   25.82   49.85   37.01
4D, N, H, 9            9   43.66   25.82   49.85   67.99
4H, E, S, 10           2   10.56   25.67   48.35   36.54
4HX, E, D, 10          1    4.93   21.86   55.84   27.23
4HX, E, S, 10          2    4.93   21.86   48.25   34.82
4HX, E, S, 9           1   73.24   21.86   48.25  103.13
4HX, W, D, 10          1    4.93    4.93   50.00   50.00
4S, N, D, 7            1   71.83   68.23   49.43   54.17
4S, N, H, 8            1   57.75   68.23   50.43   39.08
4S, S, H, 7            1   71.83   57.75   50.00   64.08
4S, S, H, 9            1   43.66   57.75   50.00   35.92
5D, N, H, 10           2   43.66   49.64   49.93   44.09
5D, N, H, 9            2   57.75   49.64   49.93   58.18
5D, N, S, 10           1   43.66   49.64   44.02   50.00
5DX, N, H, 10          1   57.75   70.37   49.85   37.52
5H, E, S, 10           1   71.13   69.10   52.50   49.53
pass                   2   31.69   31.69   50.00   50.00

DECLARER, Board 50|15

Contract           Count Overall     Bid    Play
3H, E, S, 10           1   36.00   36.15   49.85
3NT, E, S, 7           1   10.00   10.00   50.00
3S, S, D, 9            2   98.00   81.00   67.00
3SX, N, D, 8           1   56.00   56.00   50.00
3SX, S, D, 7           1    0.00   68.67  -18.67
4H, E, C, 10           1   72.00   61.00   61.00
4H, E, S, 10           9   72.00   61.00   61.00
4H, E, S, 11           1   96.00   61.00   85.00
4H, E, S, 9            4   22.00   61.00   11.00
4H, W, S, 10           1   72.00   72.00   50.00
4S, S, D, 8            2   56.00   61.00   45.00
4S, S, D, 9            1   68.00   61.00   57.00
5DX, W, S, 10          1   10.00   10.00   50.00

DEFENDER, Board 50|15

Contract           Count Overall     Bid    Lead Restdef
3H, E, S, 10           1   64.00   63.85   49.99   50.16
